/* Shape 0,  -_	*/
{ 0, 0, 0, 0 },
{ 1, 1, 0, 0 },
{ 0, 1, 1, 0 },
{ 0, 0, 0, 0 },

{ 0, 0, 0, 0 },
{ 0, 0, 1, 0 },
{ 0, 1, 1, 0 },
{ 0, 1, 0, 0 },

{ 0, 0, 0, 0 },
{ 1, 1, 0, 0 },
{ 0, 1, 1, 0 },
{ 0, 0, 0, 0 },

{ 0, 0, 0, 0 },
{ 0, 0, 1, 0 },
{ 0, 1, 1, 0 },
{ 0, 1, 0, 0 },

/* Shape 1, _- 	*/
{ 0, 0, 0, 0 },
{ 0, 2, 2, 0 },
{ 2, 2, 0, 0 },
{ 0, 0, 0, 0 },

{ 0, 2, 0, 0 },
{ 0, 2, 2, 0 },
{ 0, 0, 2, 0 },
{ 0, 0, 0, 0 },

{ 0, 0, 0, 0 },
{ 0, 2, 2, 0 },
{ 2, 2, 0, 0 },
{ 0, 0, 0, 0 },

{ 0, 2, 0, 0 },
{ 0, 2, 2, 0 },
{ 0, 0, 2, 0 },
{ 0, 0, 0, 0 },

/* Shape 2, _|_	*/
{ 0, 0, 0, 0 },
{ 0, 3, 0, 0 },
{ 3, 3, 3, 0 },
{ 0, 0, 0, 0 },

{ 0, 0, 0, 0 },
{ 0, 3, 0, 0 },
{ 3, 3, 0, 0 },
{ 0, 3, 0, 0 },

{ 0, 0, 0, 0 },
{ 0, 0, 0, 0 },
{ 3, 3, 3, 0 },
{ 0, 3, 0, 0 },

{ 0, 0, 0, 0 },
{ 0, 3, 0, 0 },
{ 0, 3, 3, 0 },
{ 0, 3, 0, 0 },

/* Shape 3, L    */
{ 0, 0, 0, 0 },
{ 0, 0, 4, 0 },
{ 4, 4, 4, 0 },
{ 0, 0, 0, 0 },

{ 0, 0, 0, 0 },
{ 4, 4, 0, 0 },
{ 0, 4, 0, 0 },
{ 0, 4, 0, 0 },

{ 0, 0, 0, 0 },
{ 0, 0, 0, 0 },
{ 4, 4, 4, 0 },
{ 4, 0, 0, 0 },

{ 0, 0, 0, 0 },
{ 0, 4, 0, 0 },
{ 0, 4, 0, 0 },
{ 0, 4, 4, 0 },

/* Shape 4, _|	*/
{ 0, 0, 0, 0 },
{ 5, 0, 0, 0 },
{ 5, 5, 5, 0 },
{ 0, 0, 0, 0 },

{ 0, 0, 0, 0 },
{ 0, 5, 0, 0 },
{ 0, 5, 0, 0 },
{ 5, 5, 0, 0 },

{ 0, 0, 0, 0 },
{ 0, 0, 0, 0 },
{ 5, 5, 5, 0 },
{ 0, 0, 5, 0 },

{ 0, 0, 0, 0 },
{ 0, 5, 5, 0 },
{ 0, 5, 0, 0 },
{ 0, 5, 0, 0 },


/* Shape 5, |	*/
{ 0, 0, 0, 0 },
{ 0, 0, 0, 0 },
{ 6, 6, 6, 6 },
{ 0, 0, 0, 0 },

{ 0, 6, 0, 0 },
{ 0, 6, 0, 0 },
{ 0, 6, 0, 0 },
{ 0, 6, 0, 0 },

{ 0, 0, 0, 0 },
{ 0, 0, 0, 0 },
{ 6, 6, 6, 6 },
{ 0, 0, 0, 0 },

{ 0, 6, 0, 0 },
{ 0, 6, 0, 0 },
{ 0, 6, 0, 0 },
{ 0, 6, 0, 0 },

/* Shape 6, #	*/
{ 0, 0, 0, 0 },
{ 0, 7, 7, 0 },
{ 0, 7, 7, 0 },
{ 0, 0, 0, 0 },

{ 0, 0, 0, 0 },
{ 0, 7, 7, 0 },
{ 0, 7, 7, 0 },
{ 0, 0, 0, 0 },

{ 0, 0, 0, 0 },
{ 0, 7, 7, 0 },
{ 0, 7, 7, 0 },
{ 0, 0, 0, 0 },

{ 0, 0, 0, 0 },
{ 0, 7, 7, 0 },
{ 0, 7, 7, 0 },
{ 0, 0, 0, 0 }

